Year,Category,Nominee,Won?
2005,Documentary (Feature),March of the Penguins,YES
2005,Documentary (Feature),Murderball,NO
2005,Documentary (Feature),Street Fight,NO
2005,Documentary (Short Subject),The Death of Kevin Carter: Casualty of the Bang Bang Club,NO
2005,Documentary (Short Subject),God Sleeps in Rwanda,NO
2005,Documentary (Short Subject),The Mushroom Club,NO
2005,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,YES
2005,Film Editing,Cinderella Man,NO
2005,Film Editing,The Constant Gardener,NO
2005,Film Editing,Crash,YES
2005,Film Editing,Munich,NO
2005,Film Editing,Walk the Line,NO
2005,Foreign Language Film,Don't Tell,NO
2005,Foreign Language Film,Joyeux NoÔl,NO
2005,Foreign Language Film,Paradise Now,NO
2005,Foreign Language Film,Sophie Scholl - The Final Days,NO
2005,Foreign Language Film,Tsotsi,YES
2005,Makeup,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",YES
2005,Makeup,Cinderella Man,NO
2005,Makeup,Star Wars: Episode III Revenge of the Sith,NO
2005,Music (Scoring),Brokeback Mountain,YES
2005,Music (Scoring),The Constant Gardener,NO
2005,Music (Scoring),Memoirs of a Geisha,NO
2005,Music (Scoring),Munich,NO
2005,Music (Scoring),Pride & Prejudice,NO
2005,Music (Song),Crash,NO
2005,Music (Song),Hustle & Flow,YES
2005,Music (Song),Transamerica,NO
2005,Best Picture,Brokeback Mountain,NO
2005,Best Picture,Capote,NO
2005,Best Picture,Crash,YES
2005,Best Picture,"Good Night, and Good Luck.",NO
2005,Best Picture,Munich,NO
2005,Short Film (Animated),Badgered,NO
2005,Short Film (Animated),The Moon and the Son: An Imagined Conversation,YES
2005,Short Film (Animated),The Mysterious Geographic Explorations of Jasper Morello,NO
2005,Short Film (Animated),9,NO
2005,Short Film (Animated),One Man Band,NO
2005,Short Film (Live Action),Ausreisser (The Runaway),NO
2005,Short Film (Live Action),Cashback,NO
2005,Short Film (Live Action),The Last Farm,NO
2005,Short Film (Live Action),Our Time Is Up,NO
2005,Short Film (Live Action),Six Shooter,YES
2005,Sound,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",NO
2005,Sound,King Kong,YES
2005,Sound,Memoirs of a Geisha,NO
2005,Sound,Walk the Line,NO
2005,Sound,War of the Worlds,NO
2005,Sound Editing,King Kong,YES
2005,Sound Editing,Memoirs of a Geisha,NO
2005,Sound Editing,War of the Worlds,NO
2005,Visual Effects,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",NO
2005,Visual Effects,King Kong,YES
2005,Visual Effects,War of the Worlds,NO
2005,Writing,Brokeback Mountain,YES
2005,Writing,Capote,NO
2005,Writing,The Constant Gardener,NO
2005,Writing,A History of Violence,NO
2005,Writing,Munich,NO
2005,Writing,Crash,YES
2005,Writing,"Good Night, and Good Luck.",NO
2005,Writing,Match Point,NO
2005,Writing,The Squid and the Whale,NO
2005,Writing,Syriana,NO
2004,Actor -- Leading Role,Hotel Rwanda ,NO
2004,Actor -- Leading Role,Finding Neverland ,NO
2004,Actor -- Leading Role,The Aviator ,NO
2004,Actor -- Leading Role,Million Dollar Baby ,NO
2004,Actor -- Leading Role,Ray ,YES
2004,Actor -- Supporting Role,The Aviator ,NO
2004,Actor -- Supporting Role,Sideways ,NO
2004,Actor -- Supporting Role,Collateral ,NO
2004,Actor -- Supporting Role,Million Dollar Baby ,YES
2004,Actor -- Supporting Role,Closer ,NO
2004,Actress -- Leading Role,Being Julia ,NO
2004,Actress -- Leading Role,Maria Full of Grace ,NO
2004,Actress -- Leading Role,Vera Drake ,NO
2004,Actress -- Leading Role,Million Dollar Baby ,YES
2004,Actress -- Leading Role,Eternal Sunshine of the Spotless Mind ,NO
2004,Actress -- Supporting Role,The Aviator ,YES
2004,Actress -- Supporting Role,Kinsey ,NO
2004,Actress -- Supporting Role,Sideways ,NO
2004,Actress -- Supporting Role,Hotel Rwanda ,NO
2004,Actress -- Supporting Role,Closer ,NO
2004,Animated Feature Film,The Incredibles,YES
2004,Animated Feature Film,Shark Tale,NO
2004,Animated Feature Film,Shrek 2,NO
2004,Art Direction,The Aviator,YES
2004,Art Direction,Finding Neverland,NO
2004,Art Direction,Lemony Snicket's A Series of Unfortunate Events,NO
2004,Art Direction,The Phantom of the Opera,NO
2004,Art Direction,A Very Long Engagement,NO
2004,Cinematography,The Aviator,YES
2004,Cinematography,House of Flying Daggers,NO
2004,Cinematography,The Passion of the Christ,NO
2004,Cinematography,The Phantom of the Opera,NO
2004,Cinematography,A Very Long Engagement,NO
2004,Costume Design,The Aviator,YES
2004,Costume Design,Finding Neverland,NO
2004,Costume Design,Lemony Snicket's A Series of Unfortunate Events,NO
2004,Costume Design,Ray,NO
2004,Costume Design,Troy,NO
2004,Directing,The Aviator,NO
2004,Directing,Million Dollar Baby,YES
2004,Directing,Ray,NO
2004,Directing,Sideways,NO
2004,Directing,Vera Drake,NO
2004,Documentary (Feature),Born into Brothels,YES
2004,Documentary (Feature),The Story of the Weeping Camel,NO
2004,Documentary (Feature),Super Size Me,NO
2004,Documentary (Feature),Tupac: Resurrection,NO
2004,Documentary (Feature),Twist of Faith,NO
2004,Documentary (Short Subject),Autism Is a World,NO
2004,Documentary (Short Subject),The Children of Leningradsky,NO
2004,Documentary (Short Subject),Hardwood,NO
2004,Documentary (Short Subject),Mighty Times: The Children's March,YES
2004,Documentary (Short Subject),Sister Rose's Passion,NO
2004,Film Editing,The Aviator,YES
2004,Film Editing,Collateral,NO
2004,Film Editing,Finding Neverland,NO
2004,Film Editing,Million Dollar Baby,NO
2004,Film Editing,Ray,NO
2004,Foreign Language Film,As It Is in Heaven,NO
2004,Foreign Language Film,The Chorus (Les Choristes),NO
2004,Foreign Language Film,Downfall,NO
2004,Foreign Language Film,The Sea Inside,YES
2004,Foreign Language Film,Yesterday,NO
2004,Makeup,Lemony Snicket's A Series of Unfortunate Events,YES
2004,Makeup,The Passion of the Christ,NO
2004,Makeup,The Sea Inside,NO
2004,Music (Scoring),Finding Neverland,YES
2004,Music (Scoring),Harry Potter and the Prisoner of Azkaban,NO
2004,Music (Scoring),Lemony Snicket's A Series of Unfortunate Events,NO
2004,Music (Scoring),The Passion of the Christ,NO
2004,Music (Scoring),The Village,NO
2004,Music (Song),Shrek 2,NO
2004,Music (Song),The Motorcycle Diaries,YES
2004,Music (Song),The Polar Express,NO
2004,Music (Song),The Phantom of the Opera,NO
2004,Music (Song),The Chorus (Les Choristes),NO
2004,Best Picture,The Aviator,NO
2004,Best Picture,Finding Neverland,NO
2004,Best Picture,Million Dollar Baby,YES
2004,Best Picture,Ray,NO
2004,Best Picture,Sideways,NO
2004,Short Film (Animated),Birthday Boy,NO
2004,Short Film (Animated),Gopher Broke,NO
2004,Short Film (Animated),Guard Dog,NO
2004,Short Film (Animated),Lorenzo,NO
2004,Short Film (Animated),Ryan,YES
2004,Short Film (Live Action),Everything in This Country Must,NO
2004,Short Film (Live Action),Little Terrorist,NO
2004,Short Film (Live Action),7:35 in the Morning (7:35 de la Ma_ana),NO
2004,Short Film (Live Action),"Two Cars, One Night",NO
2004,Short Film (Live Action),Wasp,YES
2004,Sound,The Aviator,NO
2004,Sound,The Incredibles,NO
2004,Sound,The Polar Express,NO
2004,Sound,Ray,YES
2004,Sound,Spider-Man 2,NO
2004,Sound Editing,The Incredibles,YES
2004,Sound Editing,The Polar Express,NO
2004,Sound Editing,Spider-Man 2,NO
2004,Visual Effects,Harry Potter and the Prisoner of Azkaban,NO
2004,Visual Effects,"I, Robot",NO
2004,Visual Effects,Spider-Man 2,YES
2004,Writing,Before Sunset,NO
2004,Writing,Finding Neverland,NO
2004,Writing,Million Dollar Baby,NO
2004,Writing,The Motorcycle Diaries,NO
2004,Writing,Sideways,YES
2004,Writing,The Aviator,NO
2004,Writing,Eternal Sunshine of the Spotless Mind,YES
2004,Writing,Hotel Rwanda,NO
2004,Writing,The Incredibles,NO
2004,Writing,Vera Drake,NO
2003,Actor -- Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl ,NO
2003,Actor -- Leading Role,House of Sand and Fog ,NO
2003,Actor -- Leading Role,Cold Mountain ,NO
2003,Actor -- Leading Role,Lost in Translation ,NO
2003,Actor -- Leading Role,Mystic River ,YES
2003,Actor -- Supporting Role,The Cooler ,NO
2003,Actor -- Supporting Role,21 Grams ,NO
2003,Actor -- Supporting Role,In America ,NO
2003,Actor -- Supporting Role,Mystic River ,YES
2003,Actor -- Supporting Role,The Last Samurai ,NO
2003,Actress -- Leading Role,Whale Rider ,NO
2003,Actress -- Leading Role,Something's Gotta Give ,NO
2003,Actress -- Leading Role,In America ,NO
2003,Actress -- Leading Role,Monster ,YES
2003,Actress -- Leading Role,21 Grams ,NO
2003,Actress -- Supporting Role,House of Sand and Fog ,NO
2003,Actress -- Supporting Role,Pieces of April ,NO
2003,Actress -- Supporting Role,Mystic River ,NO
2003,Actress -- Supporting Role,Thirteen ,NO
2003,Actress -- Supporting Role,Cold Mountain ,YES
2003,Animated Feature Film,Brother Bear,NO
2003,Animated Feature Film,Finding Nemo,YES
2003,Animated Feature Film,The Triplets of Belleville,NO
2003,Art Direction,Girl with a Pearl Earring,NO
2003,Art Direction,The Last Samurai,NO
2003,Art Direction,The Lord of the Rings: The Return of the King,YES
2003,Art Direction,Master and Commander: The Far Side of the World,NO
2003,Art Direction,Seabiscuit,NO
2003,Cinematography,City of God,NO
2003,Cinematography,Cold Mountain,NO
2003,Cinematography,Girl with a Pearl Earring,NO
2003,Cinematography,Master and Commander: The Far Side of the World,YES
2003,Cinematography,Seabiscuit,NO
2003,Costume Design,Girl with a Pearl Earring,NO
2003,Costume Design,The Last Samurai,NO
2003,Costume Design,The Lord of the Rings: The Return of the King,YES
2003,Costume Design,Master and Commander: The Far Side of the World,NO
2003,Costume Design,Seabiscuit,NO
2003,Directing,City of God,NO
2003,Directing,The Lord of the Rings: The Return of the King,YES
2003,Directing,Lost in Translation,NO
2003,Directing,Master and Commander: The Far Side of the World,NO
2003,Directing,Mystic River,NO
2003,Documentary (Feature),Balseros,NO
2003,Documentary (Feature),Capturing the Friedmans,NO
2003,Documentary (Feature),The Fog of War,YES
2003,Documentary (Feature),My Architect,NO
2003,Documentary (Feature),The Weather Underground,NO
2003,Documentary (Short Subject),Asylum,NO
2003,Documentary (Short Subject),Chernobyl Heart,YES
2003,Documentary (Short Subject),Ferry Tales,NO
2003,Film Editing,City of God,NO
2003,Film Editing,Cold Mountain,NO
2003,Film Editing,The Lord of the Rings: The Return of the King,YES
2003,Film Editing,Master and Commander: The Far Side of the World,NO
2003,Film Editing,Seabiscuit,NO
2003,Foreign Language Film,The Barbarian Invasions,YES
2003,Foreign Language Film,Evil,NO
2003,Foreign Language Film,The Twilight Samurai,NO
2003,Foreign Language Film,Twin Sisters,NO
2003,Foreign Language Film,Zelary,NO
2003,Makeup,The Lord of the Rings: The Return of the King,YES
2003,Makeup,Master and Commander: The Far Side of the World,NO
2003,Makeup,Pirates of the Caribbean: The Curse of the Black Pearl,NO
2003,Music (Scoring),Big Fish,NO
2003,Music (Scoring),Cold Mountain,NO
2003,Music (Scoring),Finding Nemo,NO
2003,Music (Scoring),House of Sand and Fog,NO
2003,Music (Scoring),The Lord of the Rings: The Return of the King,YES
2003,Music (Song),The Triplets of Belleville,NO
2003,Music (Song),The Lord of the Rings: The Return of the King,YES
2003,Music (Song),A Mighty Wind,NO
2003,Music (Song),Cold Mountain,NO
2003,Music (Song),Cold Mountain,NO
2003,Best Picture,The Lord of the Rings: The Return of the King,YES
2003,Best Picture,Lost in Translation,NO
2003,Best Picture,Master and Commander: The Far Side of the World,NO
2003,Best Picture,Mystic River,NO
2003,Best Picture,Seabiscuit,NO
2003,Short Film (Animated),Boundin',NO
2003,Short Film (Animated),Destino,NO
2003,Short Film (Animated),Gone Nutty,NO
2003,Short Film (Animated),Harvie Krumpet,YES
2003,Short Film (Animated),Nibbles,NO
2003,Short Film (Live Action),Die Rote Jacke (The Red Jacket),NO
2003,Short Film (Live Action),Most (The Bridge),NO
2003,Short Film (Live Action),Squash,NO
2003,Short Film (Live Action),(A) Torzija [(A) Torsion],NO
2003,Short Film (Live Action),Two Soldiers,YES
2003,Sound,The Last Samurai,NO
2003,Sound,The Lord of the Rings: The Return of the King,YES
2003,Sound,Master and Commander: The Far Side of the World,NO
2003,Sound,Pirates of the Caribbean: The Curse of the Black Pearl,NO
2003,Sound,Seabiscuit,NO
2003,Sound Editing,Finding Nemo,NO
2003,Sound Editing,Master and Commander: The Far Side of the World,YES
2003,Sound Editing,Pirates of the Caribbean: The Curse of the Black Pearl,NO
2003,Visual Effects,The Lord of the Rings: The Return of the King,YES
2003,Visual Effects,Master and Commander: The Far Side of the World,NO
2003,Visual Effects,Pirates of the Caribbean: The Curse of the Black Pearl,NO
2003,Writing,American Splendor,NO
2003,Writing,City of God,NO
2003,Writing,The Lord of the Rings: The Return of the King,YES
2003,Writing,Mystic River,NO
2003,Writing,Seabiscuit,NO
2003,Writing,The Barbarian Invasions,NO
2003,Writing,Dirty Pretty Things,NO
2003,Writing,Finding Nemo,NO
2003,Writing,In America,NO
2003,Writing,Lost in Translation,YES
2002,Actor -- Leading Role,The Pianist ,YES
2002,Actor -- Leading Role,Adaptation ,NO
2002,Actor -- Leading Role,The Quiet American ,NO
2002,Actor -- Leading Role,Gangs of New York ,NO
2002,Actor -- Leading Role,About Schmidt ,NO
2002,Actor -- Supporting Role,Adaptation ,YES
2002,Actor -- Supporting Role,The Hours ,NO
2002,Actor -- Supporting Role,Road to Perdition ,NO
2002,Actor -- Supporting Role,Chicago ,NO
2002,Actor -- Supporting Role,Catch Me If You Can ,NO
2002,Actress -- Leading Role,Frida ,NO
2002,Actress -- Leading Role,The Hours ,YES
2002,Actress -- Leading Role,Unfaithful ,NO
2002,Actress -- Leading Role,Far from Heaven ,NO
2002,Actress -- Leading Role,Chicago ,NO
2002,Actress -- Supporting Role,About Schmidt ,NO
2002,Actress -- Supporting Role,The Hours ,NO
2002,Actress -- Supporting Role,Chicago ,NO
2002,Actress -- Supporting Role,Adaptation ,NO
2002,Actress -- Supporting Role,Chicago ,YES
2002,Animated Feature Film,Ice Age,NO
2002,Animated Feature Film,Lilo & Stitch,NO
2002,Animated Feature Film,Spirit: Stallion of the Cimarron,NO
2002,Animated Feature Film,Spirited Away,YES
2002,Animated Feature Film,Treasure Planet,NO
2002,Art Direction,Chicago,YES
2002,Art Direction,Frida,NO
2002,Art Direction,Gangs of New York,NO
2002,Art Direction,The Lord of the Rings: The Two Towers,NO
2002,Art Direction,Road to Perdition,NO
2002,Cinematography,Chicago,NO
2002,Cinematography,Far from Heaven,NO
2002,Cinematography,Gangs of New York,NO
2002,Cinematography,The Pianist,NO
2002,Cinematography,Road to Perdition,YES
2002,Costume Design,Chicago,YES
2002,Costume Design,Frida,NO
2002,Costume Design,Gangs of New York,NO
2002,Costume Design,The Hours,NO
2002,Costume Design,The Pianist,NO
2002,Directing,Chicago,NO
2002,Directing,Gangs of New York,NO
2002,Directing,The Hours,NO
2002,Directing,The Pianist,YES
2002,Directing,Talk to Her,NO
2002,Documentary (Feature),Bowling for Columbine,YES
2002,Documentary (Feature),Daughter from Danang,NO
2002,Documentary (Feature),Prisoner of Paradise,NO
2002,Documentary (Feature),Spellbound,NO
2002,Documentary (Feature),Winged Migration,NO
2002,Documentary (Short Subject),The Collector of Bedford Street,NO
2002,Documentary (Short Subject),Mighty Times: The Legacy of Rosa Parks,NO
2002,Documentary (Short Subject),Twin Towers,YES
2002,Documentary (Short Subject),Why Can't We Be a Family Again?,NO
2002,Film Editing,Chicago,YES
2002,Film Editing,Gangs of New York,NO
2002,Film Editing,The Hours,NO
2002,Film Editing,The Lord of the Rings: The Two Towers,NO
2002,Film Editing,The Pianist,NO
2002,Foreign Language Film,El Crimen del Padre Amaro,NO
2002,Foreign Language Film,Hero,NO
2002,Foreign Language Film,The Man without a Past,NO
2002,Foreign Language Film,Nowhere in Africa,YES
2002,Foreign Language Film,Zus & Zo,NO
2002,Makeup,Frida,YES
2002,Makeup,The Time Machine,NO
2002,Music (Scoring),Catch Me If You Can,NO
2002,Music (Scoring),Far from Heaven,NO
2002,Music (Scoring),Frida,YES
2002,Music (Scoring),The Hours,NO
2002,Music (Scoring),Road to Perdition,NO
2002,Music (Song),Frida,NO
2002,Music (Song),The Wild Thornberrys Movie,NO
2002,Music (Song),Gangs of New York,NO
2002,Music (Song),Chicago,NO
2002,Music (Song),8 Mile,YES
2002,Best Picture,Chicago,YES
2002,Best Picture,Gangs of New York,NO
2002,Best Picture,The Hours,NO
2002,Best Picture,The Lord of the Rings: The Two Towers,NO
2002,Best Picture,The Pianist,NO
2002,Short Film (Animated),The Cathedral,NO
2002,Short Film (Animated),The ChubbChubbs!,YES
2002,Short Film (Animated),Das Rad,NO
2002,Short Film (Animated),Mike's New Car,NO
2002,Short Film (Animated),Mt. Head,NO
2002,Short Film (Live Action),Fait D'Hiver,NO
2002,Short Film (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),NO
2002,Short Film (Live Action),Inja (Dog),NO
2002,Short Film (Live Action),Johnny Flynton,NO
2002,Short Film (Live Action),This Charming Man (Der Er En Yndig Mand),YES
2002,Sound,Chicago,YES
2002,Sound,Gangs of New York,NO
2002,Sound,The Lord of the Rings: The Two Towers,NO
2002,Sound,Road to Perdition,NO
2002,Sound,Spider-Man,NO
2002,Sound Editing,The Lord of the Rings: The Two Towers,YES
2002,Sound Editing,Minority Report,NO
2002,Sound Editing,Road to Perdition,NO
2002,Visual Effects,The Lord of the Rings: The Two Towers,YES
2002,Visual Effects,Spider-Man,NO
2002,Visual Effects,Star Wars Episode II Attack of the Clones,NO
2002,Writing,About a Boy,NO
2002,Writing,Adaptation,NO
2002,Writing,Chicago,NO
2002,Writing,The Hours,NO
2002,Writing,The Pianist,YES
2002,Writing,Far from Heaven,NO
2002,Writing,Gangs of New York,NO
2002,Writing,My Big Fat Greek Wedding,NO
2002,Writing,Talk to Her,YES
2002,Writing,Y Tu Mamà Tambi_n,NO
2001,Actor -- Leading Role,A Beautiful Mind ,NO
2001,Actor -- Leading Role,I Am Sam ,NO
2001,Actor -- Leading Role,Ali ,NO
2001,Actor -- Leading Role,Training Day ,YES
2001,Actor -- Leading Role,In the Bedroom ,NO
2001,Actor -- Supporting Role,Iris ,YES
2001,Actor -- Supporting Role,Training Day ,NO
2001,Actor -- Supporting Role,Sexy Beast ,NO
2001,Actor -- Supporting Role,The Lord of the Rings: The Fellowship of the Ring ,NO
2001,Actor -- Supporting Role,Ali ,NO
2001,Actress -- Leading Role,Monster's Ball ,YES
2001,Actress -- Leading Role,Iris ,NO
2001,Actress -- Leading Role,Moulin Rouge ,NO
2001,Actress -- Leading Role,In the Bedroom ,NO
2001,Actress -- Leading Role,Bridget Jones's Diary ,NO
2001,Actress -- Supporting Role,A Beautiful Mind ,YES
2001,Actress -- Supporting Role,Gosford Park ,NO
2001,Actress -- Supporting Role,Gosford Park ,NO
